10;2.9118905067443848
10;2.912701368331909
10;2.908600330352783
10;2.91148042678833
10;2.9070944786071777
10;2.663769245147705
10;2.913092613220215
10;2.9120028018951416
10;2.910653591156006
10;2.9186670780181885
100;27.39185857772827
100;27.114539861679077
100;27.435645818710327
100;27.667049407958984
100;27.902339935302734
100;27.64241623878479
100;26.32937002182007
100;27.640242099761963
100;27.92499566078186
100;27.65235996246338
250;68.43508076667786
250;69.28137826919556
250;67.39317154884338
250;67.355947971344
250;68.69010257720947
250;69.22604250907898
250;69.53322291374207
250;68.7393205165863
250;68.44868683815002
250;66.61689162254333
500;138.56135416030884
500;136.68664383888245
500;136.14734387397766
500;135.60430788993835
500;139.03926920890808
500;136.64842414855957
500;132.8553547859192
500;131.81103658676147
500;127.06754875183105
500;136.94855284690857
