10;1.328507661819458
10;1.3340139389038086
10;1.3320727348327637
10;1.3284296989440918
10;1.3461604118347168
10;1.362912893295288
10;1.3404009342193604
10;1.3328955173492432
10;1.3317234516143799
10;1.3327994346618652
100;12.37163257598877
100;12.101070165634155
100;12.319830894470215
100;12.355700969696045
100;11.892320156097412
100;12.325945854187012
100;12.094682455062866
100;12.103609561920166
100;12.104442358016968
100;12.055388927459717
250;30.455772399902344
250;30.478204488754272
250;30.460130214691162
250;30.696723461151123
250;30.176971435546875
250;29.938700675964355
250;29.977110147476196
250;29.741201162338257
250;29.616394758224487
250;30.201650857925415
500;60.087539196014404
500;60.43045401573181
500;60.81213116645813
500;61.61342191696167
500;61.64449095726013
500;61.893194913864136
500;61.89260768890381
500;61.59529685974121
500;61.66041707992554
500;61.67224955558777
